,channel_id,published_at,title,video_id
12,UC5CwaMl1eIgY8h02uZw7u8A,2020-09-13T08:39:53Z,【公式】『星街すいせいのMUSIC SPACE』#23 前半（2020年9月6日放送分）,n9PWOWScd9E
13,UC5CwaMl1eIgY8h02uZw7u8A,2020-09-11T14:20:37Z,【Getting over it】初めて挑みます、壺おじ【ホロライブ / 星街すいせい】,w8uapw3oRrA
14,UC5CwaMl1eIgY8h02uZw7u8A,2020-09-09T13:16:59Z,【世界のアソビ大全51】リスナーと6ボールパズルバトル💥2nd【ホロライブ / 星街すいせい】,JEJI-M8GbQo
15,UC5CwaMl1eIgY8h02uZw7u8A,2020-09-07T15:16:07Z,オフコラボするよ！【ホロライブ / #かなあくマリすい】,BWCtPomG2CA
16,UC5CwaMl1eIgY8h02uZw7u8A,2020-09-06T08:00:01Z,【公式】『星街すいせいのMUSIC SPACE』#22 前半（2020年8月30日放送分）,IVInRM-1NdQ
17,UC5CwaMl1eIgY8h02uZw7u8A,2020-09-05T15:06:04Z,引っ越完了！！！お知らせがあるよ！！！【ホロライブ / 星街すいせい】,cr8UmWLJQJQ
18,UC5CwaMl1eIgY8h02uZw7u8A,2020-09-01T14:19:52Z,【第五人格/identityⅤ】5000年ぶりにハンターでボコボコにする【ホロライブ / 星街すいせい】,nDuro1TTdiY
19,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-30T08:00:03Z,【公式】『星街すいせいのMUSIC SPACE』#21 前半（2020年8月23日放送分）,MrHpm_PMKus
20,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-29T13:07:09Z,【雑談】引っ越し準備中の近況【ホロライブ / 星街すいせい】,-QbqoMxDCsw
21,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-28T14:03:12Z,【Project Winter】今宵も裏切り合い──#このオジ【ホロライブ / 星街すいせい】,bTvAMmWlFtg
22,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-26T15:16:41Z,【世界のアソビ大全51】リスナーと6ボールパズルバトル💥【ホロライブ / 星街すいせい】,Bj1SOR7jG0g
23,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-24T15:01:14Z,歌枠🎶【ホロライブ / 星街すいせい】,B7Z5HyUibYY
24,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-23T09:32:14Z,【公式】『星街すいせいのMUSIC SPACE』 #20 前半（2020年8月16日放送分）,WzURwQgstlY
25,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-22T14:37:06Z,【テトリス99】雑談テトリス💭【ホロライブ / 星街すいせい】,cBe3_Tp6CaE
26,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-19T13:05:24Z,【Fall Guys】1位以外何がある?????(フラグ)【ホロライブ / 星街すいせい】,C7kelOgPNi4
27,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-18T14:19:47Z,【４０万人記念】初めての凸待ち‼星街の運命は…⁉【ホロライブ / 星街すいせい】,gSdKoR0N6gk
28,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-16T16:44:35Z,【公式】『星街すいせいのMUSIC SPACE』 #19 前半（2020年8月9日放送分）,pBofIN_HFeM
29,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-16T12:23:23Z,【Fall Guys】私が最強バトルロワイヤル！！！(フラグ)【ホロライブ / 星街すいせい】,FztEmE7F68Q
30,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-12T15:47:32Z,【世界のアソビ大全51】6ボールパズルを極める🎮【ホロライブ / 星街すいせい】,53MFzm-7mgQ
31,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-11T12:06:13Z,【世界のアソビ大全51】世界を遊び尽くせ‼🌎【ホロライブ / 星街すいせい】,1WfH4WMGNqY
32,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-09T08:47:03Z,【公式】『星街すいせいのMUSIC SPACE』 #18 前半（2020年8月2日放送分）,qcmOlOpSe_8
33,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-08T15:11:38Z,【テトリス99】リハビリテトリス！！【ホロライブ / 星街すいせい】,mkepti6Zfdg
34,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-05T17:19:05Z,世界のアソビ大全あそびまくる⚀【ホロライブ / #星の彼方】,BIrURmM8D2A
35,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-05T12:48:39Z,遂に〇〇が決定……！？同居ーず続報！✨【ホロライブ / #同居ーず】,bGbFbmuekdw
36,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-04T15:54:52Z,ゲリラ！！！40万人突破するまで歌うのを止めるな！！！！🎶【ホロライブ / 星街すいせい】,-cWxSCiPKk4
37,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-04T12:21:42Z,【ヴァンガZERO】新章突入！！ガチャとバトルでヴァンガる！！【ホロライブ / 星街すいせい】,_4PF1LgGX-U
38,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-02T15:07:44Z,【雑談】7月終わったってまじ？【ホロライブ / 星街すいせい】,I58nqKO2fak
39,UC5CwaMl1eIgY8h02uZw7u8A,2020-08-02T08:00:05Z,【公式】『星街すいせいのMUSIC SPACE』 #17 前半（2020年7月26日放送分）,cTHa53tAKcU
40,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-30T10:00:14Z,D/Zeal「餞の鳥」 / ときのそら × 星街すいせい(Cover),5yDNEmcKQFY
41,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-29T11:46:20Z,【Project Winter】今夜も壮絶なサバイバルが始まる──【#ホロ雪山人狼】,FLWAh_jeisM
42,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-27T13:12:15Z,【雑談】最近あったこと話す💭【ホロライブ / 星街すいせい】,Qpc1ysd9S9c
43,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-26T08:00:11Z,【公式】『星街すいせいのMUSIC SPACE』 #16 前半（2020年7月19日放送分）,oUq0XvbdfFY
44,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-21T14:01:46Z,【歌枠】【ホロライブ / 星街すいせい】,cGyPdVUaPdI
45,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-20T15:34:41Z,【Getting over it】絶対にイライラしてはいけない壺おじ【ホロライブ / 星街すいせい】,0WsDVU_W6QU
46,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-19T08:00:00Z,【公式】『星街すいせいのMUSIC SPACE』 #15 前半（2020年7月12日放送分）,3p1VvC89r2s
47,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-15T15:41:13Z,【ぽんこつAPEX】FPSガチ初心者の猛特訓！やっぱショットガンだよな💥💥【ホロライブ / 星街すいせい】,TwYputxRDy0
48,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-12T14:22:04Z,【Getting over it】人生初挑戦の壺男！！！！【ホロライブ / 星街すいせい】,pLUf75CZg38
49,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-12T08:00:01Z,【公式】『星街すいせいのMUSIC SPACE』 #14 前半（2020年7月5日放送分）,3TrUxmTGwH4
50,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-11T13:48:08Z,【MuseDash】音ゲーつよつよアイドル！？🎵②【ホロライブ / 星街すいせい】,Tij0lqZBzhk
51,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-08T15:57:19Z,【歌枠】アカペラでたくさんうたう～！🎵【ホロライブ / 星街すいせい】,clXusKnSBY0
52,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-05T15:18:17Z,【雑談】近況報告雑談！②【ホロライブ / 星街すいせい】,lp1DnxdKfIA
53,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-05T08:00:09Z,【公式】『星街すいせいのMUSIC SPACE』 #13 前半（2020年6月28日放送分）,jhwu-sYItZo
54,UC5CwaMl1eIgY8h02uZw7u8A,2020-07-04T13:11:12Z,【ヴァンガZERO】トライアルデッキでヴァンガバトル！【ホロライブ / 星街すいせい】,2TRd-2q9JYA
55,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-29T13:42:07Z,ショート歌枠🎶【ホロライブ / 星街すいせい】,N4Op5gpV2AU
56,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-28T13:00:13Z,シャンパーニュ・デイ / 星街すいせい(cover),HkMXq08WlJo
57,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-28T08:00:03Z,【公式】『星街すいせいのMUSIC SPACE』 #12 前半（2020年6月21日放送分）,AzWvEXuk_dQ
58,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-27T15:34:17Z,【MuseDash】音ゲーつよつよアイドル！？🎵【ホロライブ / 星街すいせい】,boRajPeaJwA
59,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-26T15:09:37Z,「怨霊」でビビり散らかす…③👻【ホロライブ / 星街すいせい】,lwszUzu_ARc
60,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-25T16:19:01Z,【ぽんこつAPEX】FPSガチ初心者の猛特訓！マスティフと復縁する【ホロライブ / 星街すいせい】,52fQAeAGRrI
61,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-22T12:55:06Z,「怨霊」でビビり散らかす…②👻【ホロライブ / 星街すいせい】,lnrFF5TnvYI
62,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-21T10:04:37Z,Ｒｅ：２人のマシュマロもぐもぐタイム【ホロライブ / ロボ子さん＆星街すいせい】,tsbLvsv2Sao
63,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-21T08:00:10Z,【公式】『星街すいせいのMUSIC SPACE』 #11 前半（2020年6月14日放送分）,gM-Ku-fVe3E
64,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-19T12:21:07Z,【雑談】近況報告がてら雑談するよ～！【ホロライブ / 星街すいせい】,0hHeqWhdSB8
65,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-15T12:03:13Z,【3D配信！】星街すいせいのヒトカラ覗き見!?配信!【星街すいせい / ホロライブ】,H1D_xTnXvSE
66,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-14T08:00:18Z,【公式】『星街すいせいのMUSIC SPACE』 #10 前半（2020年6月7日放送分）,kO8wX-v7Pnw
67,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-13T14:19:39Z,【ぽんこつAPEX】FPSガチ初心者の猛特訓！1000ダメ出したい【ホロライブ / 星街すいせい】,GzDlqOP09HE
68,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-09T14:10:07Z,【歌枠】椎名林檎縛りで歌う！【ホロライブ / 星街すいせい】,OsocHv-2IJc
69,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-07T17:01:19Z,ひたすらアカペラする歌枠！【ホロライブ / 星街すいせい】,n0ieG2D_qaU
70,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-07T08:30:29Z,【公式】『星街すいせいのMUSIC SPACE』 #09 前半（2020年5月31日放送分）,-0ZKq0CvsPU
71,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-06T12:59:47Z,【ヴァンガZERO】定期案件半年記念！みこちゃんと真剣ヴァンガバトル！,PAj_4vs2m-o
72,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-05T10:07:25Z,緊急ゲリラ!!「NEXT COLOR PLANET」ミリオン達成を見守る会【ホロライブ / 星街すいせい】,F2Pw9IpYPfg
73,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-03T17:11:09Z,【ぽんこつAPEX】FPSガチ初心者の猛特訓！マスティフと仲良くなる💥【ホロライブ / 星街すいせい】,s5qyyMK_nHo
74,UC5CwaMl1eIgY8h02uZw7u8A,2020-06-02T13:11:39Z,【HITMAN】暗殺もアイドルの仕事？⑦【ホロライブ / 星街すいせい】,BjuYqoY_CxI
75,UC5CwaMl1eIgY8h02uZw7u8A,2020-05-31T08:14:05Z,【公式】『星街すいせいのMUSIC SPACE』 #08 前半（2020年5月24日放送分）,WseyAVH4IlM
76,UC5CwaMl1eIgY8h02uZw7u8A,2020-05-27T10:00:12Z,【ゾンビランドサガ】フランシュシュ「佐賀事変」/ 星街すいせい with ホロライブファンタジー(Cover),-wNSFmqhQsU
77,UC5CwaMl1eIgY8h02uZw7u8A,2020-05-24T08:00:11Z,【公式】『星街すいせいのMUSIC SPACE』 #07 前半（2020年5月17日放送分）,GmzsbXF7IjI
78,UC5CwaMl1eIgY8h02uZw7u8A,2020-05-17T08:20:18Z,【公式】『星街すいせいのMUSIC SPACE』 #06 前半（2020年5月10日放送分）,90dsCdrjprY
79,UC5CwaMl1eIgY8h02uZw7u8A,2020-05-10T09:01:23Z,【公式】『星街すいせいのMUSIC SPACE』 #05 前半（2020年5月3日放送分）,RU_h9-sUo6Q
80,UC5CwaMl1eIgY8h02uZw7u8A,2020-05-03T08:00:06Z,【公式】『星街すいせいのMUSIC SPACE』 #04 前半（2020年4月26日放送分）,H19jbzSWtjI
81,UC5CwaMl1eIgY8h02uZw7u8A,2020-04-26T08:00:30Z,【公式】『星街すいせいのMUSIC SPACE』 #03 前半（2020年4月19日放送分）,hi3_fWJOjbU
82,UC5CwaMl1eIgY8h02uZw7u8A,2020-04-19T08:00:10Z,【公式】『星街すいせいのMUSIC SPACE』 #02 前半（2020年4月12日放送分）,GC0y5emudEc
83,UC5CwaMl1eIgY8h02uZw7u8A,2020-04-12T13:30:11Z,【公式】『星街すいせいのMUSIC SPACE』 #01 前半（2020年4月5日放送分）,zPRpfK7a2I0
84,UC5CwaMl1eIgY8h02uZw7u8A,2020-03-22T11:00:12Z,NEXT COLOR PLANET / 星街すいせい,vQHVGXdcqEQ
85,UC5CwaMl1eIgY8h02uZw7u8A,2020-03-01T13:08:26Z,【#星街すいせい3D】全編ライブ！歌って踊る姿を見てください！✨【ホロライブ / 星街すいせい】,FZnG1t34wCs
86,UC5CwaMl1eIgY8h02uZw7u8A,2020-01-21T14:36:28Z,フリーチャットだよ！ ▼ free chat room,O9V_EFbgpKQ
87,UC5CwaMl1eIgY8h02uZw7u8A,2020-01-17T09:00:10Z,【あんスタ】2018年ガチャチャレまとめ【ホロライブ / 星街すいせい】,hkeIWsK3bKM
88,UC5CwaMl1eIgY8h02uZw7u8A,2019-12-29T10:00:11Z,Guilty kiss「コワレヤスキ」/ 出雲霞×星街すいせい×堰代ミコ【歌ってみた】,_PpTrPbRg0U
89,UC5CwaMl1eIgY8h02uZw7u8A,2019-11-11T11:30:11Z,【プロメア】superfly「覚醒」/ 星街すいせい(Cover),dPTeBvVJ_xY
90,UC5CwaMl1eIgY8h02uZw7u8A,2019-03-22T10:58:46Z,天球、彗星は夜を跨いで / 星街すいせい,zLak0dxBKpM
91,UC5CwaMl1eIgY8h02uZw7u8A,2019-02-22T11:00:04Z,【重大発表】待望の…〇〇〇,XkGyqzEF7II
92,UC5CwaMl1eIgY8h02uZw7u8A,2019-02-13T11:00:04Z,【歌ってみた】Shine!!/CINDERELLA PROJECT【#20】,WLj0Rg_bcvQ
93,UC5CwaMl1eIgY8h02uZw7u8A,2019-01-12T08:15:01Z,【大遅刻】新年のご挨拶【#19】,MI7IO7uz23g
94,UC5CwaMl1eIgY8h02uZw7u8A,2018-12-26T09:58:13Z,【歌ってみた】劣等上等【ルピナス&amp;すいせい】,X1T9M4F8sKk
95,UC5CwaMl1eIgY8h02uZw7u8A,2018-12-24T11:00:02Z,【歌ってみた】melty world【#18】,9pgap38Os_k
96,UC5CwaMl1eIgY8h02uZw7u8A,2018-12-10T22:27:17Z,10分でわかる星街すいせいのスマブラ配信,smF-ZpkAtxM
97,UC5CwaMl1eIgY8h02uZw7u8A,2018-11-22T11:00:00Z,comet / 星街すいせい,3cqV5BKJHyk
98,UC5CwaMl1eIgY8h02uZw7u8A,2018-09-24T08:30:02Z,【歌ってみた】創聖のアクエリオン【#17】,_8eUrkYNnLY
99,UC5CwaMl1eIgY8h02uZw7u8A,2018-08-29T08:30:01Z,【cooking fever】夏休みはアルバイト漬け！！！【#16】,mwZY1wGJor4
100,UC5CwaMl1eIgY8h02uZw7u8A,2018-08-12T22:00:01Z,【歌ってみた】ブルーバード【#15】,PerzMoTou-k
101,UC5CwaMl1eIgY8h02uZw7u8A,2018-07-15T08:00:07Z,【なぞなぞ】天才にも解けないクイズ！？【#14】,v6F1L-XGYJI
102,UC5CwaMl1eIgY8h02uZw7u8A,2018-06-24T09:00:06Z,【漢字検定】ポンコツアイドルの名を払拭するの巻！！！【#13】,SuYMP7KAlmI
103,UC5CwaMl1eIgY8h02uZw7u8A,2018-06-09T07:43:05Z,【黒い砂漠③】イキリまくる魔法少女系アイドル【#12】,WMPwViWj3Go
104,UC5CwaMl1eIgY8h02uZw7u8A,2018-06-04T09:00:20Z,【黒い砂漠②】でかすぎる敵と対決！？【#11】,6SXNvivnP1I
105,UC5CwaMl1eIgY8h02uZw7u8A,2018-05-27T09:00:00Z,【黒い砂漠①】魔法少女系アイドル爆誕！？【#10】,36eIqb8cRZ0
106,UC5CwaMl1eIgY8h02uZw7u8A,2018-05-17T09:00:02Z,【明かされる真実】グッズ&amp;支援ページの宣伝！【#09】,XAoyTwp9q1w
107,UC5CwaMl1eIgY8h02uZw7u8A,2018-05-01T09:00:01Z,【チャレンジ】口笛でモテたい！！！！【#08】,--aySbDyuBA
108,UC5CwaMl1eIgY8h02uZw7u8A,2018-04-30T08:00:01Z,【歌ってみた】メルティランドナイトメア【#07】,sm4KMKurd8E
109,UC5CwaMl1eIgY8h02uZw7u8A,2018-04-22T09:00:03Z,【あるあるシリーズ】ビビりならわかる！ビビりあるある【#06】,ewGJ4DzeuQs
110,UC5CwaMl1eIgY8h02uZw7u8A,2018-04-16T09:00:05Z,【アキネイター】すいせいを認知させよう計画！！！！【#5】,bLN9mdYYCa0
111,UC5CwaMl1eIgY8h02uZw7u8A,2018-04-12T09:00:03Z,【Black Rose】ビビりアイドルのホラゲ実況！！！【#04】,PYnWKg4K6EU
112,UC5CwaMl1eIgY8h02uZw7u8A,2018-04-01T08:46:20Z,【第1回V-1】面白くなる一手間！？Aviutlテロップ講座！！【#03】,Ia3sVvOtYa0
113,UC5CwaMl1eIgY8h02uZw7u8A,2018-03-29T09:01:11Z,【Q&amp;A】すいせいに詳しくなれ！！！！の巻【#02】,uXUNZLPrgy8
114,UC5CwaMl1eIgY8h02uZw7u8A,2018-03-22T09:31:04Z,【自己紹介】彗星の如くあらわれたアイドルVTuber！！！【#01】,1dOyVEls4pg
